id,customer_name,sentiment,csat_score,call_timestamp,Call_Day,reason,city,state,channel,response_time,call_duration_in_minutes,call_center
WPF-25535529-M-818995-Au,"Zacharias Aberchirder",Positive,0,10-08-2020,8,"Billing Question",Hartford,Connecticut,Web,"Below SLA",26,Chicago/IL
WPF-94000945-a-627776-AT,"Brody Swansbury",Positive,0,10/30/2020,30,"Billing Question",Ogden,Utah,Web,"Below SLA",44,Chicago/IL
WPH-85348515-z-932194-ma,"Brew Greasley",Negative,0,10/13/2020,13,"Billing Question","Spring Hill",Florida,Web,"Above SLA",12,Baltimore/MD
WPI-24291181-f-821163-RA,"Reider Walworth",Neutral,0,10/26/2020,26,"Billing Question","El Paso",Texas,Email,"Below SLA",38,"Los Angeles/CA"
WPI-57470745-z-720359-Sj,"Kylila Thridgould",Negative,4,10-09-2020,9,"Billing Question",Houston,Texas,Email,"Below SLA",38,"Los Angeles/CA"
WPI-74117060-J-703427-VN,"Arden Reihm",Positive,9,10-05-2020,5,"Billing Question",Arlington,Virginia,Call-Center,"Below SLA",34,Chicago/IL
WPJ-14483774-n-907373-30,"Lauralee Whickman","Very Positive",9,10/22/2020,22,"Billing Question",Houston,Texas,Call-Center,"Below SLA",42,"Los Angeles/CA"
WPJ-81649216-k-944873-0X,"Layney Ciccetti",Neutral,0,10/17/2020,17,Payments,Lubbock,Texas,Call-Center,"Within SLA",24,Baltimore/MD
WPJ-83031974-r-858219-ap,"Gard Hansed",Neutral,0,10/20/2020,20,"Service Outage",Pensacola,Florida,Chatbot,"Above SLA",19,"Los Angeles/CA"
WPK-58289130-T-076489-Xs,"Wilmar Strippling","Very Positive",10,10/29/2020,29,"Service Outage",Fresno,California,Email,"Within SLA",29,"Los Angeles/CA"
WPM-37754684-x-831737-uI,"Thornie Domeney",Neutral,6,10-12-2020,12,"Billing Question",Wilmington,Delaware,Call-Center,"Within SLA",32,"Los Angeles/CA"
WPM-88812871-h-633906-YK,"Niccolo Petracco","Very Positive",10,10/25/2020,25,"Billing Question","New York City","New York",Web,"Within SLA",29,"Los Angeles/CA"
WPN-26731271-L-872008-ID,"Baron Thick","Very Positive",0,10-10-2020,10,"Billing Question","Hot Springs National Park",Arkansas,Email,"Above SLA",5,Baltimore/MD
WPP-39162617-1-353556-3r,"Cherin Emmison",Neutral,7,10-03-2020,3,Payments,"Kansas City",Missouri,Call-Center,"Within SLA",28,Denver/CO
WPP-82675251-t-990423-8J,"Nils Cron",Neutral,5,10/16/2020,16,"Service Outage",Seattle,Washington,Chatbot,"Below SLA",41,"Los Angeles/CA"
WPP-83388709-Y-308608-Xj,"Even Hobell",Neutral,6,10-08-2020,8,"Billing Question",Irving,Texas,Chatbot,"Within SLA",23,"Los Angeles/CA"
WPQ-23492815-F-345826-C7,"Hermine Main","Very Positive",0,10-12-2020,12,"Billing Question","Los Angeles",California,Web,"Within SLA",12,"Los Angeles/CA"
WPQ-29380251-x-348276-Lx,"Thekla Traite","Very Negative",0,10/15/2020,15,Payments,Milwaukee,Wisconsin,Call-Center,"Within SLA",12,Baltimore/MD
WPR-56115264-b-505151-HX,"Zechariah Westmarland","Very Positive",0,10-10-2020,10,"Billing Question",Raleigh,"North Carolina",Email,"Within SLA",33,Baltimore/MD
WPR-81203700-0-164324-iV,"Freddie Jeaneau",Negative,0,10/16/2020,16,"Billing Question",Richmond,Virginia,Call-Center,"Within SLA",28,"Los Angeles/CA"
WPS-32213750-H-262919-81,"Daveen Petters",Negative,0,10-12-2020,12,"Billing Question",Greeley,Colorado,Web,"Above SLA",6,Chicago/IL
WPT-02209784-g-353193-Z8,"Cassie Espinos",Negative,0,10/22/2020,22,"Billing Question",Knoxville,Tennessee,Call-Center,"Below SLA",10,"Los Angeles/CA"
WPU-30436491-z-455228-kj,"Tannie Kaemena",Neutral,0,10/28/2020,28,Payments,Crawfordsville,Indiana,Call-Center,"Within SLA",30,Denver/CO
WPU-38211435-0-650921-qw,"Aloise Axcel",Negative,0,10-11-2020,11,"Billing Question",Raleigh,"North Carolina",Web,"Below SLA",44,Baltimore/MD
WPU-97384134-6-114263-rp,"Nickie Box",Negative,5,10/14/2020,14,"Billing Question",Macon,Georgia,Chatbot,"Above SLA",39,Denver/CO
WPV-15104925-5-658454-b1,"Jean Shields",Neutral,0,10-09-2020,9,"Billing Question","Las Vegas",Nevada,Call-Center,"Within SLA",43,"Los Angeles/CA"
WPV-42098421-V-189352-92,"Darbee Somerfield","Very Negative",0,10/19/2020,19,"Billing Question",Houston,Texas,Web,"Within SLA",14,"Los Angeles/CA"
WPV-53866208-i-349806-BS,"Casey Leuren",Neutral,8,10/30/2020,30,"Billing Question",Brooklyn,"New York",Chatbot,"Within SLA",11,Baltimore/MD
WPW-08340767-2-128063-jD,"Nadiya Middiff",Negative,4,10-10-2020,10,"Billing Question",Chicago,Illinois,Email,"Within SLA",32,Baltimore/MD
WPX-21857921-K-046070-DF,"Spike Greenrod",Negative,3,10/14/2020,14,"Billing Question",Washington,"District of Columbia",Call-Center,"Below SLA",6,Baltimore/MD
WPX-43467593-0-679424-sj,"Blake Mulles",Positive,0,10-05-2020,5,"Billing Question",Texarkana,Texas,Web,"Within SLA",23,Baltimore/MD
WPY-20447463-4-150169-mp,"Michaela Jozsa",Negative,0,10-12-2020,12,"Billing Question",Irving,Texas,Email,"Within SLA",15,Denver/CO
WPY-97375841-k-299403-4R,"Daloris Philpots",Neutral,0,10-01-2020,1,"Billing Question",Scranton,Pennsylvania,Call-Center,"Within SLA",20,Baltimore/MD
WPZ-21252905-5-248932-HF,"Westleigh Sykes",Negative,6,10/26/2020,26,"Billing Question",Nashville,Tennessee,Email,"Above SLA",13,"Los Angeles/CA"
WPZ-40557116-A-776482-iv,"Matty Leving",Negative,0,10/23/2020,23,Payments,"Winston Salem","North Carolina",Call-Center,"Within SLA",29,"Los Angeles/CA"
WPZ-69910177-K-044077-AO,"Carmel Tordiffe",Positive,0,10-11-2020,11,"Service Outage",Atlanta,Georgia,Email,"Within SLA",36,"Los Angeles/CA"
WPZ-80541222-D-514609-wA,"Harcourt Truswell",Neutral,0,10/16/2020,16,Payments,Cheyenne,Wyoming,Call-Center,"Within SLA",27,Baltimore/MD
WPZ-87733085-M-406393-oR,"Cynde Longwood",Positive,0,10/21/2020,21,"Billing Question",Miami,Florida,Web,"Within SLA",20,"Los Angeles/CA"
WQA-07783744-d-275418-p4,"Gui Gronou",Neutral,5,10/26/2020,26,"Service Outage",Evansville,Indiana,Email,"Within SLA",7,"Los Angeles/CA"
WQA-08193113-J-506220-KJ,"Alla Granham","Very Positive",9,10-10-2020,10,"Billing Question","North Port",Florida,Email,"Below SLA",23,Baltimore/MD
WQA-26622398-d-682863-LV,"Webster Clemett",Negative,3,10-08-2020,8,"Billing Question",Honolulu,Hawaii,Call-Center,"Below SLA",18,Chicago/IL
WQA-97100905-r-017565-z4,"Aundrea Biner","Very Negative",0,10-04-2020,4,"Service Outage",Knoxville,Tennessee,Email,"Within SLA",31,Denver/CO
WQB-24920112-R-506685-Vr,"Bonny Phillip",Positive,0,10-05-2020,5,"Billing Question",Bronx,"New York",Chatbot,"Within SLA",36,"Los Angeles/CA"
WQB-43815444-y-028745-Nj,"Puff Cisar",Positive,0,10-07-2020,7,Payments,Seattle,Washington,Call-Center,"Within SLA",17,Baltimore/MD
WQC-05955609-A-627958-QN,"Ferdinanda Turvie",Negative,0,10-12-2020,12,"Billing Question",Pittsburgh,Pennsylvania,Call-Center,"Within SLA",20,"Los Angeles/CA"
WQC-08711648-H-142773-K7,"Theo Aitchinson","Very Negative",3,10/17/2020,17,Payments,Columbus,Ohio,Call-Center,"Above SLA",40,Baltimore/MD
WQD-66720127-U-973846-MA,"Konstantine Heyworth",Neutral,6,10/15/2020,15,Payments,Raleigh,"North Carolina",Call-Center,"Below SLA",22,"Los Angeles/CA"
WQE-33528681-1-418732-6W,"Ellene Lauthian","Very Positive",0,10-09-2020,9,"Service Outage",Salem,Oregon,Email,"Within SLA",5,Baltimore/MD
WQE-37178006-o-753283-iL,"Em Carle","Very Positive",0,10-01-2020,1,"Billing Question",Inglewood,California,Email,"Within SLA",42,"Los Angeles/CA"
WQE-50607464-H-194345-6h,"Minda Gerrill","Very Positive",9,10-06-2020,6,"Billing Question",Crawfordsville,Indiana,Call-Center,"Within SLA",17,Baltimore/MD
WQE-63931799-q-002171-ww,"Enoch Itzakovitz",Negative,3,10-02-2020,2,"Billing Question",Atlanta,Georgia,Chatbot,"Below SLA",12,Baltimore/MD
WQE-86258897-e-214516-Nr,"Theodosia Philcox",Positive,9,10-08-2020,8,"Billing Question",Rochester,Minnesota,Chatbot,"Above SLA",15,"Los Angeles/CA"
WQF-88608703-H-514157-Fw,"Romy Fayre",Neutral,0,10-12-2020,12,"Billing Question","Fort Lauderdale",Florida,Web,"Within SLA",19,"Los Angeles/CA"
WQH-45458469-l-495989-bg,"Mureil Brine",Negative,4,10/15/2020,15,"Billing Question",Beaumont,Texas,Chatbot,"Within SLA",20,"Los Angeles/CA"
WQH-95555567-l-241201-if,"Allayne Blaxley","Very Positive",0,10/25/2020,25,"Billing Question","San Antonio",Texas,Call-Center,"Within SLA",43,"Los Angeles/CA"
WQI-22299378-K-023287-pp,"Tamra Kingshott",Neutral,7,10/26/2020,26,"Service Outage",Raleigh,"North Carolina",Chatbot,"Within SLA",41,Baltimore/MD
WQI-53349218-C-496853-cV,"Elianore Yepiskov",Neutral,0,10-12-2020,12,"Billing Question",Indianapolis,Indiana,Call-Center,"Below SLA",28,Baltimore/MD
WQJ-22831474-1-087804-xj,"Jill Jorissen",Positive,8,10-03-2020,3,Payments,Montgomery,Alabama,Call-Center,"Within SLA",32,"Los Angeles/CA"
WQJ-60415946-o-270897-P3,"Sheri Spurrior",Neutral,0,10/30/2020,30,Payments,Phoenix,Arizona,Call-Center,"Within SLA",30,"Los Angeles/CA"
WQJ-79850982-1-867819-hS,"Kayne Firmager",Negative,0,10-10-2020,10,"Billing Question",Birmingham,Alabama,Web,"Within SLA",37,"Los Angeles/CA"
WQK-75747278-M-509357-8k,"Consuelo Daniell",Negative,6,10-02-2020,2,Payments,"Daytona Beach",Florida,Call-Center,"Within SLA",16,"Los Angeles/CA"
WQL-45250948-K-426206-9x,"Andre Shippam","Very Negative",4,10-05-2020,5,"Billing Question","Winston Salem","North Carolina",Web,"Within SLA",33,Baltimore/MD
WQL-49363049-p-750812-da,"Yehudit Spens",Positive,9,10/16/2020,16,"Billing Question","El Paso",Texas,Chatbot,"Below SLA",17,"Los Angeles/CA"
WQL-77548986-n-583723-Rb,"Lynelle Tregea","Very Negative",0,10/28/2020,28,"Billing Question",Madison,Wisconsin,Call-Center,"Within SLA",40,Chicago/IL
WQL-88403453-u-973376-Sz,"Francene Monckton","Very Negative",0,10/22/2020,22,Payments,Washington,"District of Columbia",Call-Center,"Below SLA",42,Chicago/IL
WQM-22229541-Y-463145-2I,"Kate Server","Very Positive",0,10/19/2020,19,"Billing Question","Saint Louis",Missouri,Web,"Above SLA",15,"Los Angeles/CA"
WQM-60639654-8-367957-UP,"Amandy Revell",Negative,5,10-10-2020,10,"Billing Question",Honolulu,Hawaii,Web,"Within SLA",42,Denver/CO
WQM-77640246-i-061155-Vj,"Ransom Blancowe","Very Positive",10,10-06-2020,6,"Billing Question",Alexandria,Virginia,Web,"Above SLA",43,Denver/CO
WQN-27697866-C-842727-h9,"Bette-ann Jolin","Very Negative",0,10/17/2020,17,"Billing Question",Houston,Texas,Web,"Within SLA",31,Baltimore/MD
WQN-37397507-f-804260-pB,"Maybelle Kivelhan",Negative,0,10-09-2020,9,"Billing Question",Roanoke,Virginia,Web,"Below SLA",10,"Los Angeles/CA"
WQN-94896014-i-932689-wn,"Dalila Burkett",Negative,3,10-07-2020,7,"Billing Question",Everett,Washington,Chatbot,"Within SLA",38,Chicago/IL
WQO-34703412-B-936372-TK,"Raffaello Hamerton",Negative,0,10-11-2020,11,"Billing Question","Saint Louis",Missouri,Call-Center,"Below SLA",30,"Los Angeles/CA"
WQO-55825667-7-891291-EQ,"Dean Dundridge",Positive,8,10/22/2020,22,"Billing Question",Jacksonville,Florida,Chatbot,"Below SLA",9,Chicago/IL
WQO-92787888-F-724938-j2,"Anestassia Marchi",Negative,0,10/22/2020,22,"Billing Question",Memphis,Tennessee,Chatbot,"Within SLA",6,Chicago/IL
WQP-41334018-W-936807-F6,"Emory Band",Neutral,8,10/20/2020,20,"Service Outage","San Antonio",Texas,Chatbot,"Within SLA",13,Baltimore/MD
WQQ-07018603-k-528496-Tn,"Janka Francescuccio","Very Negative",0,10-08-2020,8,"Billing Question",Racine,Wisconsin,Chatbot,"Within SLA",6,Baltimore/MD
WQQ-27487253-L-404615-Po,"Crystal Dumsday",Positive,0,10/30/2020,30,"Billing Question",Irving,Texas,Web,"Within SLA",26,Denver/CO
WQR-35654110-J-109499-3N,"Harrie Sinden",Negative,0,10-03-2020,3,"Billing Question",Richmond,Virginia,Chatbot,"Within SLA",20,Baltimore/MD
WQR-42894539-u-735410-2o,"Brynna Hacon",Negative,0,10-08-2020,8,"Billing Question","El Paso",Texas,Chatbot,"Within SLA",5,Chicago/IL
WQR-80019667-E-083276-h1,"Morgan Bailess","Very Negative",0,10/30/2020,30,"Service Outage","Las Vegas",Nevada,Email,"Below SLA",33,"Los Angeles/CA"
WQS-89842028-U-115309-lB,"Frayda Eisikovitsh","Very Negative",0,10/17/2020,17,"Billing Question",Topeka,Kansas,Email,"Within SLA",18,Chicago/IL
WQS-94586141-q-318719-rA,"Remington Djokic",Negative,0,10-06-2020,6,"Billing Question",Miami,Florida,Email,"Below SLA",41,"Los Angeles/CA"
WQT-33751995-d-541624-A4,"Tamas Love",Neutral,8,10-06-2020,6,"Billing Question",Orange,California,Call-Center,"Within SLA",10,Chicago/IL
WQU-76187648-G-598089-PD,"Alyce Partridge","Very Positive",0,10-05-2020,5,"Billing Question",Indianapolis,Indiana,Call-Center,"Within SLA",26,"Los Angeles/CA"
WQV-00750519-C-661471-Eq,"Marjy Boatman","Very Negative",0,10-07-2020,7,"Service Outage",Wilmington,Delaware,Chatbot,"Below SLA",14,Baltimore/MD
WQV-65050615-w-572835-3H,"Nikola Kubelka","Very Negative",2,10/27/2020,27,"Service Outage","Baton Rouge",Louisiana,Web,"Within SLA",16,Baltimore/MD
WQV-91849936-8-859774-Ad,"Cristine Le Teve","Very Negative",0,10/27/2020,27,"Billing Question","New Brunswick","New Jersey",Chatbot,"Within SLA",19,Baltimore/MD
WQW-15360257-d-066308-DQ,"Tandy O'Loughlin",Neutral,0,10/24/2020,24,Payments,Reston,Virginia,Call-Center,"Within SLA",37,Baltimore/MD
WQX-41163106-J-575377-Oe,"Gibby Simm",Positive,0,10-01-2020,1,Payments,Hartford,Connecticut,Call-Center,"Within SLA",16,"Los Angeles/CA"
WQX-60150528-N-122896-By,"Arleta Coaten",Positive,8,10-04-2020,4,"Billing Question","Winston Salem","North Carolina",Call-Center,"Within SLA",25,Baltimore/MD
WQY-38140446-G-956531-Ie,"Valdemar Issacoff",Negative,0,10-07-2020,7,"Billing Question",Houston,Texas,Email,"Below SLA",9,Baltimore/MD
WQY-59619975-z-343625-AO,"Mikel Blowin","Very Positive",0,10-03-2020,3,Payments,Memphis,Tennessee,Call-Center,"Within SLA",14,"Los Angeles/CA"
WQZ-06111721-y-889017-UJ,"Coral Osgodby",Neutral,0,10/21/2020,21,"Billing Question",Austin,Texas,Call-Center,"Above SLA",22,Baltimore/MD
WRA-22084943-t-704958-3R,"Bryon Merrgen","Very Negative",3,10/25/2020,25,Payments,"Green Bay",Wisconsin,Call-Center,"Within SLA",37,Chicago/IL
WRA-25427992-B-632243-YQ,"Dalton Haps",Negative,3,10/14/2020,14,"Billing Question",Miami,Florida,Call-Center,"Above SLA",38,"Los Angeles/CA"
WRB-34769721-v-400981-Tf,"Trista Bowden",Neutral,0,10-11-2020,11,"Service Outage",Evansville,Indiana,Chatbot,"Below SLA",13,Baltimore/MD
WRB-35478731-u-560761-kd,"Aveline Geerdts",Negative,5,10-05-2020,5,"Service Outage",Savannah,Georgia,Email,"Within SLA",29,Baltimore/MD
WRB-48052229-l-459525-Sq,"Rodrique Baudone",Positive,0,10/21/2020,21,Payments,Tucson,Arizona,Call-Center,"Within SLA",10,Denver/CO
WRD-13566207-P-391746-t6,"Margaretta Boggon",Neutral,0,10/17/2020,17,"Billing Question","Van Nuys",California,Chatbot,"Below SLA",30,Baltimore/MD
WRD-62759644-l-367797-kP,"Jobyna Blackborn",Negative,0,10-11-2020,11,"Billing Question",Berkeley,California,Email,"Within SLA",30,Baltimore/MD
WRD-71993774-G-731828-vG,"Muffin Andrzejowski","Very Positive",0,10-02-2020,2,"Service Outage",Paterson,"New Jersey",Email,"Below SLA",27,"Los Angeles/CA"
WRF-31608511-s-089120-jD,"Rhetta McKeggie",Positive,0,10-02-2020,2,Payments,"Saint Louis",Missouri,Call-Center,"Within SLA",34,Chicago/IL
WRF-54342621-q-295276-EY,"Godiva MacGarrity",Neutral,7,10-11-2020,11,"Service Outage",Bryan,Texas,Email,"Below SLA",39,Baltimore/MD
WRH-39390190-n-090871-cY,"Aleen Smeath","Very Negative",0,10/20/2020,20,"Billing Question",Riverside,California,Chatbot,"Within SLA",30,"Los Angeles/CA"
WRH-77726615-b-077434-rN,"Lily Mackneis","Very Negative",0,10-11-2020,11,"Billing Question",Albuquerque,"New Mexico",Chatbot,"Within SLA",28,Baltimore/MD
WRJ-02244107-Y-697684-OR,"Pearle Hollidge",Positive,9,10-01-2020,1,"Billing Question",Toledo,Ohio,Web,"Within SLA",31,Baltimore/MD
WRJ-37738059-3-271509-OB,"Tisha Mila",Negative,0,10/19/2020,19,Payments,Boise,Idaho,Call-Center,"Below SLA",44,"Los Angeles/CA"
WRJ-42212123-4-033048-JH,"Tracey Frankton",Negative,0,10/24/2020,24,"Billing Question",Fresno,California,Call-Center,"Within SLA",37,"Los Angeles/CA"
WRJ-43199194-V-735250-gy,"Dion Esposito",Positive,0,10/14/2020,14,"Service Outage",Madison,Wisconsin,Chatbot,"Within SLA",41,Baltimore/MD
WRK-14622453-3-356514-aA,"Ring Weich",Neutral,0,10/25/2020,25,"Billing Question",Irving,Texas,Email,"Within SLA",7,Chicago/IL
WRL-23792617-F-082511-aY,"Roxine Leyninye",Positive,7,10-11-2020,11,Payments,Cleveland,Ohio,Call-Center,"Below SLA",11,Baltimore/MD
WRL-60528652-5-315540-ZF,"Maure Kainz",Negative,0,10/25/2020,25,Payments,"El Paso",Texas,Call-Center,"Below SLA",5,"Los Angeles/CA"
WRL-65993273-2-245433-Rh,"Abdel Perazzo",Neutral,0,10-09-2020,9,"Billing Question",Shreveport,Louisiana,Chatbot,"Within SLA",40,"Los Angeles/CA"
WRM-51796663-x-376722-6h,"Berte Winsley",Negative,4,10/19/2020,19,"Billing Question",Rochester,"New York",Chatbot,"Below SLA",44,Chicago/IL
WRM-57674976-g-845434-qo,"Katharyn Fernley",Neutral,0,10/19/2020,19,"Billing Question",Charlotte,"North Carolina",Email,"Within SLA",44,Baltimore/MD
WRM-80142474-w-308398-Ad,"Mozelle Bussons",Neutral,0,10/29/2020,29,"Billing Question",Seattle,Washington,Email,"Below SLA",44,Baltimore/MD
WRM-94633738-R-302063-A4,"Mareah Barlow",Positive,0,10/15/2020,15,"Billing Question",Indianapolis,Indiana,Email,"Below SLA",36,Baltimore/MD
WRN-02286567-g-819640-IF,"Inessa Trippitt","Very Positive",9,10/13/2020,13,"Billing Question",Houston,Texas,Email,"Above SLA",16,"Los Angeles/CA"
WRN-27207693-j-625669-JI,"Jacynth Romagosa","Very Negative",0,10-07-2020,7,"Billing Question",Tacoma,Washington,Chatbot,"Below SLA",21,Baltimore/MD
WRN-43044150-e-090830-hB,"Roddie Camillo",Positive,0,10-03-2020,3,"Service Outage",Fresno,California,Chatbot,"Within SLA",44,Baltimore/MD
WRO-01221792-J-080261-nD,"Currey Dare","Very Negative",0,10/25/2020,25,"Billing Question",Aurora,Colorado,Email,"Within SLA",7,Baltimore/MD
WRO-47371160-K-679876-vR,"Emilio Geall",Negative,6,10/26/2020,26,"Billing Question","El Paso",Texas,Call-Center,"Below SLA",38,"Los Angeles/CA"
WRP-03753020-c-873028-y9,"Leland Blagburn",Neutral,0,10/17/2020,17,"Billing Question",Katy,Texas,Chatbot,"Within SLA",13,Baltimore/MD
WRP-14993995-9-021065-sw,"Gracia Buckle",Negative,0,10/27/2020,27,"Billing Question","Oklahoma City",Oklahoma,Chatbot,"Below SLA",11,"Los Angeles/CA"
WRP-34757344-W-843008-zx,"Corabelle Nockolds",Positive,9,10/13/2020,13,"Billing Question","Saint Petersburg",Florida,Email,"Above SLA",27,"Los Angeles/CA"
WRP-69749773-R-923732-fR,"Steffane Kingsnod","Very Positive",9,10-01-2020,1,"Billing Question","Des Moines",Iowa,Call-Center,"Within SLA",7,Chicago/IL
WRQ-22545333-0-059911-Rj,"Devin Arnauduc",Neutral,0,10/17/2020,17,Payments,"South Bend",Indiana,Call-Center,"Above SLA",40,"Los Angeles/CA"
WRQ-34330899-q-350723-GC,"Brock Leborgne",Neutral,0,10-02-2020,2,"Billing Question",Toledo,Ohio,Call-Center,"Below SLA",17,Chicago/IL
WRT-07134151-g-516810-TN,"Katuscha Kenealy",Neutral,0,10/22/2020,22,Payments,Asheville,"North Carolina",Call-Center,"Within SLA",20,Denver/CO
WRT-14692180-d-353592-kO,"Yard Kenworthy",Neutral,8,10/24/2020,24,"Billing Question",Chicago,Illinois,Call-Center,"Within SLA",39,Baltimore/MD
WRT-61935795-u-494145-GK,"Olympia Boyat",Neutral,0,10/24/2020,24,"Service Outage",Minneapolis,Minnesota,Email,"Within SLA",39,Baltimore/MD
WRU-43075807-t-457896-wA,"Betti Brabon",Neutral,6,10-11-2020,11,"Billing Question",Lubbock,Texas,Web,"Below SLA",5,"Los Angeles/CA"
WRU-91755025-o-041810-kY,"Lorry Hegarty",Positive,0,10-05-2020,5,"Service Outage",Austin,Texas,Chatbot,"Within SLA",13,Baltimore/MD
WRV-49247515-p-843229-Ok,"Jerad Wormleighton",Negative,0,10/26/2020,26,"Billing Question",Washington,"District of Columbia",Chatbot,"Below SLA",18,Baltimore/MD
WRV-50303744-t-256235-cQ,"Orin Tiery",Neutral,5,10-05-2020,5,"Service Outage","Corpus Christi",Texas,Email,"Below SLA",27,"Los Angeles/CA"
WRX-00770008-j-848336-BE,"Benjy Keywood","Very Positive",0,10/25/2020,25,"Billing Question","Shawnee Mission",Kansas,Email,"Below SLA",32,Baltimore/MD
WRX-49340984-C-064266-5E,"La verne Orr",Negative,3,10-10-2020,10,"Billing Question",Brooklyn,"New York",Call-Center,"Within SLA",17,"Los Angeles/CA"
WRX-94047442-Z-262001-64,"Karna Button","Very Positive",0,10/19/2020,19,"Billing Question","Shawnee Mission",Kansas,Chatbot,"Above SLA",45,"Los Angeles/CA"
WSA-36794206-4-883233-7V,"Meagan Marriner","Very Negative",0,10-09-2020,9,"Billing Question",Charlotte,"North Carolina",Email,"Within SLA",29,Baltimore/MD
WSA-89476462-j-071696-tZ,"Deb Lemmers",Neutral,0,10/24/2020,24,"Billing Question",Birmingham,Alabama,Web,"Within SLA",18,"Los Angeles/CA"
WSB-32225196-6-727746-c8,"Heinrick Baskeyfield",Neutral,0,10/24/2020,24,"Billing Question","Des Moines",Iowa,Chatbot,"Below SLA",39,Baltimore/MD
WSC-10523501-x-785675-4u,"Kerianne Royds","Very Negative",2,10/18/2020,18,"Billing Question",Jamaica,"New York",Email,"Within SLA",20,"Los Angeles/CA"
WSC-12244567-0-244287-G1,"Averil MacConnell",Negative,0,10/18/2020,18,Payments,Boston,Massachusetts,Call-Center,"Below SLA",32,Baltimore/MD
WSD-24320373-a-513040-4U,"Berty Dumbleton",Negative,0,10/14/2020,14,"Billing Question","San Antonio",Texas,Web,"Within SLA",36,"Los Angeles/CA"
WSE-46491650-q-920143-0n,"Gaultiero Stygall","Very Negative",3,10/20/2020,20,"Billing Question",Phoenix,Arizona,Email,"Below SLA",39,Chicago/IL
WSE-75133748-k-407312-kJ,"Jannelle Bysshe",Negative,0,10/22/2020,22,"Service Outage",Minneapolis,Minnesota,Chatbot,"Within SLA",45,Chicago/IL
WSF-00276989-O-030384-T8,"Jo-anne Reggler","Very Negative",0,10-03-2020,3,Payments,Phoenix,Arizona,Call-Center,"Above SLA",22,Baltimore/MD
WSF-13359443-D-870748-2t,"Trev Cordel",Neutral,6,10/26/2020,26,Payments,Columbus,Ohio,Call-Center,"Below SLA",45,Denver/CO
